inclinacion_columna,angulo_cuello,ang_rodilla_izq,ang_rodilla_der,ang_codo_izq,ang_codo_der,inclinacion_hombros,inclinacion_caderas,ang_cadera_izq,ang_cadera_der,adelanto_cabeza,altura_cadera_relativa,asimetria_hombros,kp_nose_x,kp_nose_y,kp_left_eye_x,kp_left_eye_y,kp_right_eye_x,kp_right_eye_y,kp_left_ear_x,kp_left_ear_y,kp_right_ear_x,kp_right_ear_y,kp_left_shoulder_x,kp_left_shoulder_y,kp_right_shoulder_x,kp_right_shoulder_y,kp_left_elbow_x,kp_left_elbow_y,kp_right_elbow_x,kp_right_elbow_y,kp_left_wrist_x,kp_left_wrist_y,kp_right_wrist_x,kp_right_wrist_y,kp_left_hip_x,kp_left_hip_y,kp_right_hip_x,kp_right_hip_y,kp_left_knee_x,kp_left_knee_y,kp_right_knee_x,kp_right_knee_y,kp_left_ankle_x,kp_left_ankle_y,kp_right_ankle_x,kp_right_ankle_y,kp_left_heel_x,kp_left_heel_y,kp_right_heel_x,kp_right_heel_y,kp_left_foot_index_x,kp_left_foot_index_y,kp_right_foot_index_x,kp_right_foot_index_y,visibilidad_promedio,clase_nombre,clase_id,archivo
4.3671,138.7058,172.7905,178.0449,-1.0,158.5429,29.3451,44.6023,179.383,172.0894,0.303505,-0.181053,0.070345,0.227358,-1.400929,0.182459,-1.473149,0.164952,-1.467276,0.076367,-1.445744,0.061685,-1.434674,-0.095921,-1.032269,-0.056372,-0.961924,-0.000765,-0.611879,0.055846,-0.337559,0.270101,-0.742685,0.322109,0.094465,-0.029719,-0.030134,0.029719,0.030134,0.004057,0.581154,-0.006078,0.724574,-0.0315,1.083713,-0.015935,1.291666,-0.084834,1.225386,-0.066757,1.406966,0.24725,1.163889,0.296091,1.328983,0.8995,BIEN DE PIE,0,WhatsApp Image 2025-04-14 at 5.48.15 PM (27).jpeg
5.3796,141.7724,179.5514,177.8634,-1.0,163.546,46.9243,59.121,172.184,177.2666,0.260539,-0.193598,0.106624,0.166785,-1.399131,0.125836,-1.468028,0.096925,-1.458022,0.033885,-1.433121,-0.009629,-1.41674,-0.036735,-1.048907,-0.150773,-0.942283,0.049673,-0.514506,-0.107452,-0.322558,0.183303,-0.031633,0.0727,0.160498,0.066486,-0.039758,-0.066486,0.039758,0.046783,0.531393,-0.041178,0.706986,0.023538,1.080409,-0.040771,1.361974,-0.037764,1.188749,-0.101944,1.470444,0.343606,1.178191,0.246421,1.587155,0.9065,BIEN DE PIE,0,WhatsApp Image 2025-04-14 at 5.48.15 PM (28).jpeg
1.2114,145.5317,172.7905,171.586,-1.0,162.3491,88.7956,33.5172,176.2409,179.8414,0.246019,-0.249089,0.001655,0.224878,-1.374919,0.177612,-1.43931,0.146367,-1.43134,0.1028,-1.390369,0.043771,-1.371462,0.018216,-0.998949,-0.060499,-1.000604,0.040417,-0.484383,-0.016155,-0.422336,0.171342,-0.162137,0.155728,0.002324,0.005041,-0.007611,-0.005041,0.007611,0.038918,0.639324,0.03623,0.721836,-0.004567,1.229796,-0.027759,1.437844,-0.064746,1.327757,-0.097566,1.591185,0.293578,1.299528,0.286493,1.576541,0.8968,BIEN DE PIE,0,WhatsApp Image 2025-04-14 at 5.48.15 PM (29).jpeg
0.6718,142.8756,172.6862,176.1572,-1.0,158.7982,58.9066,70.4498,177.1801,178.1098,0.28997,-0.184255,0.064901,0.278246,-1.392482,0.21504,-1.466417,0.198759,-1.458525,0.114861,-1.428981,0.094518,-1.417266,0.042083,-1.032382,-0.065532,-0.967481,0.040175,-0.462485,-0.088828,-0.327933,0.144382,-0.055647,0.077618,0.152306,0.041177,-0.014622,-0.041177,0.014622,0.011505,0.57705,-0.046442,0.657031,0.048972,1.059259,-0.091124,1.249565,0.001313,1.139414,-0.159623,1.372146,0.330932,1.136534,0.16495,1.434828,0.9166,BIEN DE PIE,0,WhatsApp Image 2025-04-14 at 5.48.15 PM (30).jpeg
5.6628,140.0866,-1.0,177.0527,-1.0,155.958,57.0071,34.6219,-1.0,176.8193,0.238259,-0.176736,0.038592,0.139585,-1.345043,0.096887,-1.406721,0.076139,-1.402849,0.010482,-1.365345,-0.019114,-1.357266,-0.068953,-1.014416,-0.128395,-0.975824,-0.021238,-0.505156,-0.070025,-0.397726,0.107683,-0.130983,0.173779,0.027848,0.012217,-0.017696,-0.012217,0.017696,0.027809,0.499292,0.022776,0.59164,0.005158,0.94253,0.028004,1.144652,-0.040836,1.059526,-0.038004,1.25228,0.278065,1.037691,0.33912,1.190577,0.8901,BIEN DE PIE,0,WhatsApp Image 2025-04-14 at 5.48.15 PM (4).jpeg
3.7543,128.5326,175.0271,175.8195,-1.0,151.7446,63.1076,3.6854,179.5782,179.9162,0.298702,-0.186795,0.03459,0.233224,-1.269526,0.217308,-1.33873,0.188369,-1.337201,0.117435,-1.332147,0.076503,-1.331187,-0.031376,-1.015149,-0.09958,-0.980559,0.094266,-0.698994,-0.100968,-0.398895,0.340359,-0.864849,0.117253,0.009479,0.001751,-0.02719,-0.001751,0.02719,0.024951,0.539985,0.058382,0.637355,0.000972,1.061867,0.073235,1.224962,-0.039939,1.190246,0.026177,1.348433,0.291167,1.116244,0.380818,1.22769,0.9088,BIEN DE PIE,0,WhatsApp Image 2025-04-14 at 5.48.15 PM (9).jpeg
4.4719,131.7941,-1.0,171.4837,-1.0,166.6197,51.0556,21.1311,-1.0,179.7152,0.303486,-0.198613,0.003367,0.225516,-1.314158,0.182354,-1.382348,0.172234,-1.376088,0.089957,-1.371901,0.078862,-1.361558,-0.075887,-0.998639,-0.080053,-0.995272,-0.050222,-0.449979,-0.028024,-0.392523,0.084124,0.025385,0.141175,0.118675,-0.003369,-0.008716,0.003369,0.008716,0.080504,0.584756,0.059367,0.725837,0.061136,1.065956,0.011036,1.408241,0.053819,1.25656,-0.047704,1.543748,0.32769,1.121179,0.343652,1.560352,0.8795,BIEN DE PIE,0,WhatsApp Image 2026-02-04 at 4.10.51 20 PM.jpeg
5.7874,144.5433,-1.0,178.7943,-1.0,155.0853,62.1537,42.7633,-1.0,172.922,0.211575,-0.224309,0.034788,0.110737,-1.366296,0.066479,-1.42659,0.041819,-1.420767,-0.011978,-1.391181,-0.051821,-1.374235,-0.067912,-1.012297,-0.133765,-0.977509,-0.070362,-0.480925,-0.147346,-0.399758,0.08367,0.002836,0.063226,0.082953,0.009018,-0.009751,-0.009018,0.009751,0.006671,0.617382,-0.007503,0.712562,-0.007481,1.12644,0.006944,1.335157,-0.031061,1.228202,-0.049695,1.435712,0.271331,1.219656,0.322901,1.428909,0.8801,BIEN DE PIE,0,WhatsApp Image 2026-02-04 at 4.10.51 3 PM.jpeg
0.7699,150.4259,-1.0,176.259,-1.0,166.1035,21.1068,30.5336,-1.0,178.8274,0.24629,-0.221307,0.064656,0.259727,-1.420641,0.207639,-1.477752,0.184809,-1.466835,0.096534,-1.427148,0.078996,-1.414629,0.000959,-1.032238,0.025916,-0.967582,0.001254,-0.449547,0.027673,-0.340487,0.06133,0.059086,0.163856,0.20341,-0.016783,-0.028454,0.016783,0.028454,0.003531,0.627398,0.024478,0.709606,-0.06998,1.183786,-0.00886,1.326434,-0.135634,1.294773,-0.078089,1.442004,0.251606,1.274031,0.327282,1.394571,0.86,BIEN DE PIE,0,WhatsApp Image 2026-02-04 at 4.10.57 11 PM.jpeg
8.7388,130.7619,-1.0,175.2563,-1.0,157.9977,42.4082,2.9213,-1.0,174.8022,0.269762,-0.203178,0.050361,0.117831,-1.30425,0.077619,-1.37431,0.070485,-1.370997,-0.009341,-1.35317,-0.013608,-1.34624,-0.128931,-1.013571,-0.17493,-0.963211,-0.073227,-0.552815,-0.149362,-0.425663,0.104061,-0.148689,0.054319,0.016655,-0.001122,-0.021994,0.001122,0.021994,0.044214,0.596378,0.057257,0.672272,0.045163,1.123037,0.059236,1.268996,-0.0114,1.246727,-0.011925,1.393653,0.313575,1.188211,0.352502,1.298143,0.8806,BIEN DE PIE,0,WhatsApp Image 2026-02-04 at 4.10.57 5 PM.jpeg
1.3428,145.1789,176.6628,174.029,-1.0,136.1939,86.0856,87.4663,176.2105,179.9478,0.227807,-0.276599,0.00589,0.204373,-1.344187,0.147848,-1.414251,0.127696,-1.409061,0.065305,-1.371855,0.031565,-1.360228,0.019605,-1.00267,-0.066472,-0.99678,0.031335,-0.527933,-0.053662,-0.464256,0.159311,-0.237025,0.245421,-0.16709,0.045071,-0.001994,-0.045071,0.001994,0.019291,0.63113,-0.029423,0.702458,-0.034081,1.16881,-0.079865,1.317152,-0.095321,1.273102,-0.155952,1.432358,0.222809,1.265036,0.210804,1.47172,0.925,BIEN DE PIE,0,WhatsApp Image 2026-02-04 at 4.10.57 6 PM.jpeg
3.9118,143.7203,175.3442,172.7665,-1.0,163.3894,84.8378,62.8386,176.7353,175.4147,0.262939,-0.230884,0.007724,0.33116,-1.30891,0.303211,-1.384941,0.288859,-1.385507,0.224119,-1.367885,0.205244,-1.365264,0.110967,-0.993808,0.025475,-1.001532,0.131268,-0.467418,-0.046243,-0.420799,0.177972,-0.08829,0.025786,0.006401,0.021811,-0.011191,-0.021811,0.011191,0.001076,0.607421,-2.2e-05,0.663897,-0.064913,1.179883,-0.060444,1.312575,-0.138036,1.296312,-0.155184,1.446567,0.186107,1.242316,0.198473,1.352335,0.9062,BIEN DE PIE,0,WhatsApp Image 2026-02-04 at 4.10.58 7 PM.jpeg
12.6103,143.5437,-1.0,-1.0,-1.0,61.3073,63.919,63.29,-1.0,-1.0,0.432319,-0.131461,0.170493,0.650637,-1.350805,0.631436,-1.441995,0.567065,-1.435695,0.493011,-1.462897,0.381673,-1.433754,0.392474,-1.061124,0.044163,-0.890631,0.443928,-0.372604,0.085934,0.001262,0.813037,-0.480969,0.73222,-0.392831,0.091333,-0.045956,-0.091333,0.045956,0.369726,0.484206,0.272015,0.598759,0.217963,1.013183,0.158814,1.111513,0.139638,1.071704,0.041109,1.178314,0.42833,1.22478,0.477142,1.296792,0.7693,BIEN DE PIE,0,WhatsApp Image 2026-02-04 at 4.10.59 8 PM.jpeg
2.7364,147.9734,-1.0,178.8745,-1.0,159.7294,7.5874,47.053,-1.0,175.3524,0.27718,-0.193697,0.105472,0.324922,-1.39822,0.26881,-1.454729,0.257994,-1.448875,0.177678,-1.424097,0.162877,-1.415093,0.040717,-1.051596,0.054766,-0.946124,0.102406,-0.769626,0.048335,-0.280355,0.171284,-0.718153,0.224714,0.211787,-0.012061,-0.011226,0.012061,0.011226,0.051223,0.668324,0.037766,0.714436,0.092631,1.274977,0.075637,1.387816,0.048863,1.43922,-0.002048,1.485188,0.425634,1.331106,0.397828,1.465279,0.8642,BIEN DE PIE,0,WhatsApp Image 2026-02-09 at 10.43.15 PM.jpeg
1.451,151.9743,-1.0,167.1109,-1.0,140.9328,68.2779,59.2805,-1.0,178.7046,0.228055,-0.31597,0.086447,0.202733,-1.455596,0.142493,-1.518346,0.119243,-1.505376,0.044187,-1.468497,0.010553,-1.442342,0.083172,-1.042903,-0.133815,-0.956456,0.190625,-0.536861,-0.073488,-0.385666,0.347603,-0.151228,0.253971,-0.059352,0.043891,-0.026081,-0.043891,0.026081,0.035865,0.576736,0.034963,0.715528,-0.041989,1.005769,-0.03258,1.321086,-0.101635,1.079274,-0.112311,1.42025,0.133787,1.133268,0.243886,1.468166,0.8043,BIEN DE PIE,0,WhatsApp Image 2026-02-09 at 12.14.44 PM (1).jpeg
4.5075,148.4051,172.0609,178.1207,-1.0,85.2622,64.1316,76.1214,178.9903,168.6569,0.209435,-0.327356,0.157359,0.130846,-1.406401,0.077101,-1.469945,0.035822,-1.446847,-0.011457,-1.409932,-0.091563,-1.355364,0.083672,-1.075587,-0.240851,-0.918228,0.14384,-0.759918,-0.273592,-0.405715,0.472842,-0.822898,0.157358,-0.413859,0.096728,-0.0239,-0.096728,0.0239,0.092945,0.7024,-0.133273,0.8148,0.00459,1.312711,-0.182985,1.442958,-0.085868,1.389005,-0.248637,1.502989,0.288781,1.468743,0.023165,1.631794,0.8893,BIEN DE PIE,0,WhatsApp Image 2026-02-09 at 12.14.44 PM.jpeg
0.9461,133.9194,179.6937,164.8016,164.0412,-1.0,76.8058,89.6723,168.7388,175.8728,-0.317505,-0.290419,0.073045,-0.300993,-1.315882,-0.250985,-1.388966,-0.277517,-1.3854,-0.116168,-1.374313,-0.166925,-1.372991,0.172297,-1.036386,-0.139274,-0.963341,0.194012,-0.470228,-0.150645,-0.490577,0.076647,0.008953,-0.274545,-0.085868,0.116998,0.000669,-0.116998,-0.000669,0.201721,0.587959,-0.066171,0.531794,0.281382,1.120016,0.111772,1.003922,0.372455,1.209445,0.199141,1.081962,0.044334,1.377641,-0.132244,1.164404,0.952,BIEN DE PIE,0,WhatsApp Image 2026-02-09 at 12.15.24 PM.jpeg
1.1884,133.9082,177.7439,169.9638,-1.0,168.9246,55.4443,45.3148,176.8134,172.7515,0.327204,-0.221424,0.045034,0.306463,-1.328095,0.266789,-1.404491,0.250371,-1.400228,0.172485,-1.375753,0.152628,-1.366577,-0.053435,-1.022302,0.011953,-0.977268,-0.019014,-0.504476,0.054475,-0.318816,0.059008,-0.029585,0.176247,0.143043,-0.019741,-0.019525,0.019741,0.019525,-0.033264,0.594235,-0.059313,0.682408,-0.02348,1.158164,-0.026126,1.269504,-0.095099,1.256214,-0.105164,1.374406,0.249166,1.265879,0.260817,1.448293,0.8847,BIEN DE PIE,0,WhatsApp Image 2026-02-09 at 19.51.10.jpg
0.6865,141.1542,167.3119,167.6198,-1.0,55.8136,19.2806,22.5266,179.7194,177.2796,0.251818,-0.210076,0.074882,0.239838,-1.3204,0.206159,-1.401755,0.170709,-1.395421,0.114249,-1.387728,0.042509,-1.362884,0.001117,-1.037369,-0.025078,-0.962487,0.222863,-0.67519,0.184544,-0.461648,0.451629,-0.890355,0.427174,-0.83381,-0.009676,-0.023329,0.009676,0.023329,-0.013081,0.569449,0.001887,0.65964,-0.140397,1.120162,-0.136953,1.257142,-0.226954,1.231708,-0.229202,1.371883,0.108795,1.191147,0.136709,1.363924,0.9157,BIEN DE PIE,0,WhatsApp Image 2026-02-09 at 19.51.13.jpg
0.7489,150.9214,172.9558,176.1208,-1.0,155.1478,42.5589,4.9759,175.0523,175.6418,0.211824,-0.182233,0.062779,0.198753,-1.392826,0.148124,-1.445559,0.130388,-1.435098,0.057065,-1.392793,0.041215,-1.376197,-0.041893,-1.031304,0.015752,-0.968525,-0.033297,-0.496979,0.026106,-0.387736,0.060794,-0.159792,0.218176,0.008282,-0.001629,-0.018716,0.001629,0.018716,-0.024591,0.473536,-0.048433,0.571184,-0.102368,0.927846,-0.134063,1.108371,-0.164672,1.022211,-0.207442,1.193026,0.140803,1.034997,0.138289,1.213947,0.897,BIEN DE PIE,0,WhatsApp Image 2026-02-09 at 19.51.16.jpg
0.6515,139.001,168.6482,179.6082,-1.0,134.8429,56.6497,51.338,178.3291,179.0966,0.288196,-0.201318,0.194718,0.276825,-1.339194,0.226908,-1.408991,0.248952,-1.386141,0.111186,-1.383186,0.174602,-1.348815,-0.159303,-1.097294,0.136561,-0.902576,-0.250328,-0.570021,0.122422,-0.328359,0.01771,-0.313133,0.397829,-0.040631,-0.064021,-0.051221,0.064021,0.051221,0.004452,0.516655,0.02875,0.636979,-0.037298,1.049936,-0.012779,1.256075,-0.099917,1.188815,-0.080831,1.361668,0.218642,1.115734,0.29761,1.293443,0.9008,BIEN DE PIE,0,WhatsApp Image 2026-02-09 at 19.51.17.jpg
8.851,142.8773,-1.0,175.8939,-1.0,154.4731,65.4056,40.3547,-1.0,173.0337,0.292718,-0.189384,0.032095,0.446583,-1.271026,0.418329,-1.342429,0.429671,-1.3367,0.316348,-1.346406,0.353699,-1.320817,0.118806,-1.004139,0.188926,-0.972044,0.153835,-0.678355,0.077698,-0.412084,0.442246,-0.895158,0.192743,0.03951,-0.024007,-0.028253,0.024007,0.028253,0.018491,0.560114,-0.003323,0.681457,-0.027946,1.056889,-0.069044,1.258101,-0.092732,1.148741,-0.138622,1.366846,0.183703,1.176945,0.215603,1.367272,0.8856,BIEN DE PIE,0,WhatsApp Image 2026-02-09 at 19.51.18.jpg
1.5454,139.7574,164.1869,174.3611,-1.0,162.9451,38.1848,39.0284,174.1758,176.525,0.257657,-0.219075,0.055358,0.230688,-1.321276,0.183289,-1.393623,0.168465,-1.389808,0.086503,-1.365154,0.067098,-1.356616,-0.048738,-1.027315,-0.005199,-0.971957,0.008766,-0.520587,0.144773,-0.41427,0.19453,-0.203324,0.321336,-0.132878,0.011573,-0.014277,-0.011573,0.014277,-0.012653,0.55964,-0.05275,0.626895,-0.152886,0.985403,-0.156682,1.249023,-0.215244,1.086807,-0.226331,1.34536,0.127627,1.087639,0.137031,1.419565,0.8977,BIEN DE PIE,0,WhatsApp Image 2026-02-09 at 19.51.21.jpg
1.3725,152.3696,174.721,177.9022,-1.0,164.2618,35.7602,24.3957,174.4939,171.3443,0.195361,-0.212623,0.036519,0.171409,-1.395727,0.117076,-1.452109,0.104878,-1.444019,0.036205,-1.406644,0.028094,-1.397156,-0.010802,-1.017973,-0.037102,-0.981453,0.032464,-0.475005,-0.001616,-0.400607,0.147934,-0.050812,0.161928,0.068127,0.006987,-0.015405,-0.006987,0.015405,-0.039708,0.579279,-0.091049,0.70749,-0.138854,1.155155,-0.197074,1.375167,-0.215777,1.283534,-0.272531,1.476629,0.10824,1.252431,0.092246,1.531401,0.9042,BIEN DE PIE,0,WhatsApp Image 2026-02-09 at 19.51.26.jpg
1.3355,141.8354,179.9944,175.8232,-1.0,167.9042,87.5039,72.5345,179.0125,177.7808,0.268393,-0.205558,0.009331,0.245087,-1.358118,0.205789,-1.427891,0.177641,-1.424456,0.118482,-1.392624,0.077213,-1.388534,0.083716,-1.004394,-0.130328,-0.995063,0.097415,-0.495564,-0.097183,-0.417347,0.153497,-0.099236,0.046134,0.103694,0.043042,-0.013543,-0.043042,0.013543,0.008436,0.579769,-0.012037,0.664509,-0.024242,1.140967,-0.027707,1.283593,-0.071249,1.229318,-0.098684,1.40132,0.23606,1.246536,0.255751,1.41159,0.886,BIEN DE PIE,0,WhatsApp Image 2026-02-09 at 19.51.30.jpg
0.3665,137.9103,168.5699,174.631,-1.0,85.8162,16.2363,19.3852,178.849,172.6109,0.345777,-0.254624,0.1893,0.339381,-1.387755,0.303006,-1.466122,0.276818,-1.461565,0.175477,-1.45607,0.14119,-1.445677,0.021167,-1.094629,-0.033959,-0.90533,0.114766,-0.621866,0.055927,-0.310698,0.477185,-0.559954,0.528658,-0.417924,0.015001,-0.042632,-0.015001,0.042632,-0.001755,0.602897,-0.087028,0.701016,-0.128496,1.15553,-0.209784,1.298385,-0.216071,1.248563,-0.289013,1.387323,0.138145,1.261693,0.062201,1.438923,0.9109,BIEN DE PIE,0,WhatsApp Image 2026-02-09 at 19.51.35.jpg
2.7484,152.7736,-1.0,174.739,-1.0,155.854,20.5931,27.1684,-1.0,178.054,0.231911,-0.281657,0.01759,0.279861,-1.400939,0.233268,-1.466673,0.216437,-1.46234,0.146338,-1.42281,0.124228,-1.413493,0.051256,-1.007645,0.044646,-0.990055,0.058245,-0.419256,3.3e-05,-0.36413,0.119961,0.001845,0.177254,0.120963,-0.007121,-0.013876,0.007121,0.013876,-0.034762,0.678053,-0.044727,0.739569,-0.146722,1.247905,-0.155152,1.410398,-0.202434,1.372184,-0.237958,1.510179,0.128755,1.369054,0.15132,1.478871,0.8486,BIEN DE PIE,0,WhatsApp Image 2026-02-09 at 19.51.42.jpg
5.0536,138.0041,-1.0,165.8578,-1.0,160.462,79.3262,36.0101,-1.0,177.5758,0.295596,-0.209556,0.016441,0.207508,-1.389205,0.159874,-1.447121,0.150048,-1.442291,0.038518,-1.411947,0.029818,-1.406993,-0.044473,-1.004333,-0.131703,-0.987892,-0.011018,-0.444584,-0.083197,-0.320677,0.135512,0.06254,0.149565,0.20967,-0.008506,0.011703,0.008506,-0.011703,0.085047,0.664118,0.080343,0.701821,0.056876,1.327706,-0.01663,1.359078,0.012753,1.449585,-0.083442,1.493511,0.217267,1.432379,0.213238,1.427242,0.805,BIEN DE PIE,0,WhatsApp Image 2026-02-09 at 19.51.48.jpg
3.9754,144.1777,-1.0,168.1594,-1.0,164.8398,0.8265,15.5966,-1.0,179.8045,0.239207,-0.226794,0.042011,0.169878,-1.382693,0.121038,-1.447502,0.100359,-1.439548,0.03305,-1.409588,0.003947,-1.389268,-0.069026,-1.018599,-0.069632,-0.976589,-0.064485,-0.504576,-0.030734,-0.415947,0.038461,-0.039688,0.125137,0.033441,-0.003897,-0.013961,0.003897,0.013961,0.023632,0.526065,0.043838,0.578092,-0.045196,1.059159,-0.032946,1.139295,-0.107973,1.16386,-0.104987,1.26195,0.217208,1.153325,0.259998,1.241578,0.8816,BIEN DE PIE,0,WhatsApp Image 2026-02-09 at 2.49.41 PM.jpeg
2.3461,150.8268,179.6055,-1.0,168.6604,-1.0,60.3702,82.4859,169.4069,-1.0,-0.196856,-0.255037,0.028793,-0.155921,-1.388411,-0.106082,-1.44155,-0.115599,-1.443885,0.007023,-1.379701,-0.015039,-1.388943,0.015623,-0.984765,0.066247,-1.013558,-0.07173,-0.434265,0.013583,-0.489133,-0.239843,0.01884,-0.111051,-0.061135,-0.038805,0.005118,0.038805,-0.005118,0.053296,0.709838,0.063799,0.637841,0.130316,1.332497,0.113243,1.195909,0.205649,1.460943,0.173959,1.327865,-0.179945,1.401402,-0.184928,1.289268,0.8733,BIEN DE PIE,0,WhatsApp Image 2026-02-09 at 2.51.29 PM.jpeg
0.8117,152.5441,-1.0,-1.0,169.8153,-1.0,50.2845,7.7448,-1.0,-1.0,-0.260345,-0.248759,0.03319,-0.274511,-1.484067,-0.228683,-1.547984,-0.226517,-1.549997,-0.121811,-1.502527,-0.113072,-1.510131,-0.034145,-0.983304,0.005812,-1.016495,-0.085301,-0.29389,-0.105315,-0.543061,-0.213311,0.203651,-0.308948,-0.270922,-0.006178,0.045425,0.006178,-0.045425,-0.043772,0.772086,-0.054951,0.71735,-0.02079,1.424608,-0.031912,1.344585,0.027906,1.553917,0.016763,1.463862,-0.188747,1.520417,-0.221317,1.437671,0.7653,BIEN DE PIE,0,WhatsApp Image 2026-02-09 at 2.52.27 PM.jpeg
0.9563,147.7036,172.2713,173.055,-1.0,159.7445,30.459,18.7534,174.7726,177.5759,0.230708,-0.232321,0.049115,0.214017,-1.378711,0.172389,-1.446532,0.12234,-1.432961,0.093839,-1.407259,0.013487,-1.378196,-0.002249,-1.024418,-0.031132,-0.975303,-0.005214,-0.458819,-0.067209,-0.366692,0.064208,-0.030237,0.08382,0.131553,-0.006393,-0.018829,0.006393,0.018829,0.048233,0.60665,0.060368,0.691768,0.020936,1.177558,0.033564,1.342359,-0.047995,1.291187,-0.047625,1.461529,0.298595,1.254642,0.349861,1.456679,0.9392,BIEN DE PIE,0,WhatsApp Image 2026-02-09 at 2.55.04 PM.jpeg
0.7522,134.5665,178.6627,174.9919,-1.0,59.4992,45.6014,61.7812,177.4067,179.5654,0.274636,-0.214474,0.103498,0.261508,-1.277623,0.230164,-1.354466,0.234555,-1.347601,0.137754,-1.371609,0.157622,-1.348594,0.039718,-1.051663,-0.065976,-0.948165,0.036278,-0.592403,-0.040519,-0.348753,0.253059,-0.716892,0.315331,-0.57925,0.053793,-0.028866,-0.053793,0.028866,0.031815,0.668587,-0.050357,0.732394,-0.006276,1.362458,-0.112232,1.480475,-0.072342,1.480124,-0.174936,1.62772,0.264381,1.483947,0.208511,1.592411,0.9282,BIEN DE PIE,0,WhatsApp Image 2026-02-09 at 20.38.08.jpg
7.9865,130.6443,174.5981,176.3241,-1.0,164.0586,80.07,77.8098,176.9779,177.1583,0.247536,-0.194456,0.016894,0.108596,-1.27138,0.069577,-1.342703,0.051586,-1.344604,-0.020251,-1.315078,-0.043767,-1.314426,-0.090689,-0.981854,-0.187192,-0.998748,0.042869,-0.553886,-0.078365,-0.441383,0.352127,-0.551353,0.168064,0.042482,0.032256,-0.006968,-0.032256,0.006968,0.077286,0.611312,0.035183,0.65776,0.063861,1.233459,0.061195,1.32268,0.003944,1.352625,-0.028514,1.443891,0.299734,1.313093,0.294882,1.416566,0.9134,BIEN DE PIE,0,WhatsApp Image 2026-02-09 at 7.08.29 PM (1).jpeg
4.1847,151.1534,175.5411,177.8499,-1.0,61.0063,57.6684,76.8316,168.6934,172.7342,0.185375,-0.192733,0.160613,0.112404,-1.401076,0.060404,-1.469524,0.026857,-1.45685,-0.02111,-1.427658,-0.081017,-1.401686,0.053905,-1.07764,-0.199849,-0.917028,0.260208,-0.670155,0.160625,-0.49569,0.339744,-0.866428,0.325636,-0.938024,0.094027,-0.021999,-0.094027,0.021999,-0.012949,0.643637,-0.104251,0.722534,-0.057522,1.189166,-0.090262,1.332425,-0.102482,1.290731,-0.123916,1.460403,0.22868,1.299004,0.2466,1.385989,0.902,BIEN DE PIE,0,WhatsApp Image 2026-02-09 at 7.08.29 PM.jpeg
4.303,140.1342,177.1273,176.2499,38.3601,79.757,86.5864,86.8955,177.89,171.8959,0.217629,-0.206046,0.025839,0.142598,-1.301579,0.132015,-1.380397,0.080771,-1.383486,0.056353,-1.378067,-0.065676,-1.377686,0.141558,-0.984262,-0.29162,-1.010101,0.361991,-0.578181,-0.089015,-0.628402,0.412355,-0.86778,0.302657,-0.936641,0.135577,-0.007353,-0.135577,0.007353,0.10851,0.622486,-0.127971,0.715833,0.064376,1.09523,-0.158274,1.26911,-0.008991,1.180095,-0.19861,1.347639,0.27886,1.248979,0.036745,1.543435,0.9591,BIEN DE PIE,0,WhatsApp Image 2026-02-09 at 7.08.30 PM (1).jpeg
5.0858,133.5481,-1.0,176.1215,-1.0,152.7869,84.1532,86.7489,-1.0,169.5318,0.321354,-0.23204,0.013089,0.410001,-1.251335,0.378482,-1.331906,0.378223,-1.331352,0.272467,-1.334438,0.289652,-1.326245,0.024738,-1.002607,0.152556,-0.989519,0.238025,-0.440923,0.453647,-0.444116,0.601194,-0.191069,0.820292,-0.197873,-0.034531,0.001961,0.034531,-0.001961,0.038105,0.646417,0.077566,0.672097,0.03888,1.35402,0.07489,1.351725,-0.027031,1.47185,0.017543,1.486704,0.258326,1.422792,0.271352,1.451209,0.8572,BIEN DE PIE,0,WhatsApp Image 2026-02-09 at 7.08.30 PM (2).jpeg
2.2133,137.7128,171.6087,178.146,-1.0,85.8651,50.0685,71.5513,169.4927,173.2137,0.283208,-0.188969,0.083041,0.244588,-1.335886,0.183223,-1.401842,0.17935,-1.393932,0.084694,-1.372587,0.091808,-1.362806,0.010982,-1.040774,-0.088223,-0.957734,0.081262,-0.639357,-0.051684,-0.366033,0.35496,-0.627512,0.358904,-0.421317,0.047438,-0.015825,-0.047438,0.015825,-0.049437,0.634698,-0.100461,0.706887,-0.050259,1.231588,-0.131179,1.401141,-0.10731,1.312251,-0.192009,1.495677,0.213896,1.287082,0.170863,1.576569,0.9289,BIEN DE PIE,0,WhatsApp Image 2026-02-09 at 7.08.30 PM.jpeg
6.7055,132.2438,134.8464,157.8019,-1.0,100.1281,63.174,58.0643,164.8523,178.7564,0.319351,-0.166812,0.079042,0.202584,-1.359875,0.16164,-1.446402,0.143009,-1.441003,0.037242,-1.421555,0.014774,-1.410668,-0.038616,-1.03268,-0.194917,-0.953638,0.027813,-0.595593,-0.105577,-0.443602,0.438855,-0.611489,0.278704,-0.442309,0.057885,-0.036081,-0.057885,0.036081,0.264021,0.510061,0.034329,0.610106,-0.065412,1.233769,-0.140811,1.364409,-0.146704,1.354814,-0.218288,1.490249,0.271719,1.341824,0.185818,1.477632,0.9187,BIEN DE PIE,0,WhatsApp Image 2026-02-09 at 7.08.31 PM (1).jpeg
