inclinacion_columna,angulo_cuello,ang_rodilla_izq,ang_rodilla_der,ang_codo_izq,ang_codo_der,inclinacion_hombros,inclinacion_caderas,ang_cadera_izq,ang_cadera_der,adelanto_cabeza,altura_cadera_relativa,asimetria_hombros,kp_nose_x,kp_nose_y,kp_left_eye_x,kp_left_eye_y,kp_right_eye_x,kp_right_eye_y,kp_left_ear_x,kp_left_ear_y,kp_right_ear_x,kp_right_ear_y,kp_left_shoulder_x,kp_left_shoulder_y,kp_right_shoulder_x,kp_right_shoulder_y,kp_left_elbow_x,kp_left_elbow_y,kp_right_elbow_x,kp_right_elbow_y,kp_left_wrist_x,kp_left_wrist_y,kp_right_wrist_x,kp_right_wrist_y,kp_left_hip_x,kp_left_hip_y,kp_right_hip_x,kp_right_hip_y,kp_left_knee_x,kp_left_knee_y,kp_right_knee_x,kp_right_knee_y,kp_left_ankle_x,kp_left_ankle_y,kp_right_ankle_x,kp_right_ankle_y,kp_left_heel_x,kp_left_heel_y,kp_right_heel_x,kp_right_heel_y,kp_left_foot_index_x,kp_left_foot_index_y,kp_right_foot_index_x,kp_right_foot_index_y,visibilidad_promedio,clase_nombre,clase_id,archivo
6.8579,148.9792,-1.0,166.9512,-1.0,156.0945,67.5706,73.5409,-1.0,166.8428,0.278162,-0.223166,0.03666,0.397569,-1.350434,0.371633,-1.413888,0.337892,-1.416892,0.27309,-1.397538,0.216301,-1.401019,0.163815,-0.974515,0.075001,-1.011175,0.147207,-0.435571,0.031847,-0.394638,0.213159,0.047193,0.211475,0.101535,0.019417,-0.005737,-0.019417,0.005737,0.101777,0.697857,0.088409,0.787543,0.023986,1.356593,0.024906,1.485839,-0.056799,1.464278,-0.084029,1.650125,0.310101,1.559722,0.349207,1.601248,0.8339,MAL DE PIE,3,20260129_084425.jpg
2.3591,136.594,161.1469,170.9521,-1.0,167.426,81.4611,89.9222,179.8301,178.2103,0.291704,-0.194376,0.027203,0.250542,-1.334165,0.204602,-1.409523,0.188096,-1.408156,0.111443,-1.388454,0.077311,-1.382743,0.049427,-1.012754,-0.13175,-0.985551,0.07805,-0.477055,-0.089934,-0.38686,0.118613,-0.049145,0.040819,0.052597,0.074999,0.000102,-0.074999,-0.000102,0.087387,0.556097,-0.059221,0.599948,-0.065299,1.038102,-0.133112,1.158076,-0.154298,1.135197,-0.217157,1.243876,0.169061,1.228431,0.141037,1.367865,0.9315,MAL DE PIE,3,20260129_084500.jpg
3.4359,149.2276,-1.0,172.4037,-1.0,160.2068,45.6756,43.9754,-1.0,171.4472,0.237236,-0.257538,0.032096,0.297167,-1.347176,0.248833,-1.414569,0.230732,-1.407845,0.164657,-1.380682,0.139509,-1.367751,0.0435,-1.014251,0.076362,-0.982154,0.041339,-0.495228,0.095485,-0.434614,0.126494,-0.076848,0.283917,0.036655,-0.018336,-0.019004,0.018336,0.019004,0.028479,0.604328,0.080401,0.696301,-0.024458,1.170766,0.053524,1.34831,-0.101802,1.291236,-0.032374,1.463552,0.219442,1.221329,0.339437,1.476797,0.8841,MAL DE PIE,3,20260129_084703.jpg
5.7448,145.9424,153.3908,160.7593,-1.0,159.9685,64.436,63.4184,162.3349,159.0773,0.2606,-0.2194,0.160443,0.360698,-1.307732,0.314281,-1.376322,0.316878,-1.357285,0.238797,-1.3516,0.253382,-1.320948,-0.067606,-1.075199,0.267803,-0.914756,-0.207979,-0.559284,0.312025,-0.342871,0.029853,-0.163824,0.446281,-0.047635,-0.090623,-0.045344,0.090623,0.045344,0.106476,0.624995,0.222701,0.760292,-0.016613,1.307427,0.103042,1.535579,-0.096465,1.445397,0.000554,1.681258,0.320246,1.327201,0.44229,1.559428,0.9116,MAL DE PIE,3,20260129_084843.jpg
4.1406,140.4398,175.5144,175.4274,-1.0,166.2694,69.4849,36.1007,176.5418,174.7414,0.246521,-0.228194,0.014238,0.174316,-1.344028,0.141419,-1.420463,0.106996,-1.415716,0.056429,-1.39035,-0.009603,-1.374856,-0.053179,-1.004509,-0.09123,-0.990271,0.03325,-0.585348,-0.054825,-0.404649,0.14558,-0.363013,0.092401,0.068389,0.012114,-0.016612,-0.012114,0.016612,0.015479,0.58003,-0.020715,0.660112,-0.021405,1.086831,-0.077197,1.264563,-0.088855,1.185257,-0.158389,1.408303,0.200762,1.158178,0.226248,1.401685,0.9039,MAL DE PIE,3,20260129_085019.jpg
3.2137,138.3039,176.4268,177.9117,-1.0,147.8367,83.6174,74.0684,174.5818,176.2481,0.300088,-0.224236,0.014458,0.356148,-1.299462,0.321659,-1.37343,0.299617,-1.37299,0.223361,-1.360679,0.194678,-1.355369,0.120687,-1.005657,-0.008567,-0.991198,0.449841,-0.792271,-0.054339,-0.435325,0.823617,-0.784019,0.171773,-0.000152,0.049207,-0.014046,-0.049207,0.014046,0.063228,0.606093,-0.03233,0.686968,0.041189,1.160136,-0.039589,1.325259,-0.033633,1.259764,-0.120378,1.438873,0.297229,1.273433,0.250687,1.462892,0.9436,MAL DE PIE,3,20260129_085110.jpg
3.1634,138.5985,174.2091,176.6011,-1.0,161.7564,88.9584,54.8845,177.2325,179.2484,0.275353,-0.196213,0.000556,0.330537,-1.278042,0.301885,-1.346956,0.271338,-1.344685,0.22657,-1.32698,0.175325,-1.315206,0.039905,-0.998198,0.070463,-0.998754,-0.043964,-0.489843,0.039914,-0.458649,0.055434,-0.078668,0.169308,0.02404,-0.01805,-0.012693,0.01805,0.012693,-0.023849,0.542768,-0.022788,0.641142,-0.07748,1.021722,-0.092132,1.196533,-0.143981,1.109507,-0.170713,1.335482,0.197523,1.06394,0.20601,1.390841,0.8992,MAL DE PIE,3,20260129_085220.jpg
0.2883,130.9181,177.9104,178.8407,-1.0,153.7654,7.4226,81.1176,177.627,175.0976,0.280009,-0.222595,0.025775,0.285041,-1.240237,0.258132,-1.304849,0.233798,-1.309238,0.16336,-1.29437,0.133654,-1.299454,0.003353,-0.9871,0.006711,-1.012875,-0.02558,-0.483833,-0.047782,-0.479874,0.099623,-0.071677,0.129605,-0.002821,0.015703,0.002454,-0.015703,-0.002454,-0.001566,0.599053,-0.090017,0.684622,-0.03889,1.168872,-0.15104,1.380183,-0.092691,1.244,-0.222181,1.475141,0.273898,1.243283,0.118505,1.629255,0.9281,MAL DE PIE,3,20260129_085611.jpg
0.3656,135.3395,176.2324,179.5126,-1.0,162.7855,88.3907,72.2959,179.3149,178.3666,0.269234,-0.229589,0.001077,0.262853,-1.275922,0.232598,-1.33747,0.207472,-1.340406,0.150835,-1.316581,0.100515,-1.311977,0.012779,-0.999441,-0.02554,-1.000518,0.035638,-0.487673,-0.003579,-0.450286,0.125489,-0.076713,0.153163,-0.007661,0.018602,-0.005938,-0.018602,0.005938,0.028408,0.544324,-0.032561,0.6516,0.003406,1.06547,-0.040836,1.282879,-0.045622,1.14296,-0.110571,1.395294,0.274746,1.11002,0.238912,1.456531,0.8983,MAL DE PIE,3,20260129_085748.jpg
2.0713,117.0934,174.9497,176.6708,-1.0,163.917,15.7024,62.7283,178.6899,177.2365,0.352828,-0.235418,0.042636,0.316685,-1.196251,0.318432,-1.269703,0.299076,-1.283361,0.230907,-1.296992,0.199267,-1.316057,-0.03015,-0.978029,-0.042137,-1.020665,-0.074455,-0.423417,-0.079319,-0.418823,0.026206,0.016654,0.045224,0.140748,-0.005458,0.002813,0.005458,-0.002813,0.026287,0.663164,0.004358,0.726519,0.002058,1.266909,-0.036524,1.411491,-0.05357,1.361239,-0.112062,1.551722,0.261226,1.352813,0.249224,1.55804,0.8964,MAL DE PIE,3,20260129_085850.jpg
2.8513,128.5618,-1.0,178.7382,-1.0,146.2309,74.0055,55.612,-1.0,170.9601,0.296549,-0.1861,0.0267,0.246804,-1.260326,0.209251,-1.332531,0.196,-1.326084,0.112404,-1.31616,0.100949,-1.298463,-0.096319,-1.012112,-0.003171,-0.985412,-0.149366,-0.506004,-0.042278,-0.435215,0.016149,-0.065545,0.186811,-0.033634,-0.035455,-0.024266,0.035455,0.024266,-0.052077,0.541638,-0.040468,0.656368,-0.122627,1.018565,-0.096156,1.225633,-0.200234,1.125727,-0.167994,1.329454,0.144289,1.089728,0.205224,1.354735,0.8799,MAL DE PIE,3,4.jpg
0.2521,139.7854,-1.0,157.3457,-1.0,168.7391,23.5638,72.6511,-1.0,172.1318,0.336077,-0.164437,0.085073,0.331677,-1.401045,0.276891,-1.484704,0.252364,-1.474565,0.17294,-1.439959,0.137176,-1.423132,0.014151,-1.042527,-0.022952,-0.957454,0.021298,-0.447717,-0.043027,-0.326144,0.048755,0.032887,0.0382,0.162411,0.045223,-0.014128,-0.045223,0.014128,0.120405,0.538398,0.028721,0.65763,-0.002137,0.999256,-0.119376,1.170746,-0.085792,1.097249,-0.204707,1.266877,0.211012,1.135365,0.12741,1.381783,0.8789,MAL DE PIE,3,7.jpg
0.8879,139.1239,-1.0,166.3243,-1.0,164.4134,32.2737,84.4645,-1.0,176.5044,0.260334,-0.342101,0.025552,0.244838,-1.310262,0.207325,-1.370527,0.188163,-1.371831,0.136197,-1.35794,0.078433,-1.351656,-0.007427,-0.987104,-0.023564,-1.012656,0.021892,-0.469285,-0.001372,-0.42742,0.140229,-0.01526,0.152777,0.053906,0.01679,0.001627,-0.01679,-0.001627,0.075861,0.683163,0.042027,0.865711,-0.097355,1.255627,-0.098534,1.679794,-0.179044,1.359487,-0.181056,1.800925,0.161854,1.355071,0.231898,1.793163,0.8315,MAL DE PIE,3,Alexia Godoy.jpeg
4.424,110.1116,175.9026,172.5784,-1.0,96.9164,82.821,82.3389,169.367,170.7917,0.334582,-0.136732,0.016098,0.257446,-1.14975,0.260298,-1.228931,0.251718,-1.243045,0.156626,-1.271308,0.14371,-1.28744,-0.013234,-0.988971,-0.141039,-1.00507,0.0489,-0.548653,-0.084421,-0.476361,0.305619,-0.487117,0.311649,-0.470803,0.047698,-0.006416,-0.047698,0.006416,-0.038544,0.687513,-0.10068,0.776476,-0.070932,1.308184,-0.052511,1.567287,-0.119627,1.451029,-0.103914,1.711501,0.223392,1.4167,0.284605,1.626566,0.9328,MAL DE PIE,3,Amanda Maricela torres alvarado.jpeg
3.7839,103.4671,-1.0,169.2699,-1.0,177.5724,66.3128,76.2916,-1.0,171.0074,0.347888,-0.136455,0.058282,0.413883,-1.057181,0.430932,-1.128877,0.421793,-1.139596,0.338997,-1.196065,0.333046,-1.192517,-0.000432,-1.026961,0.13242,-0.968679,-0.045329,-0.493277,0.188956,-0.374194,0.074759,-0.050414,0.263078,0.162721,-0.064382,-0.015705,0.064382,0.015705,-0.001721,0.63572,0.128144,0.738868,-0.0149,1.284746,0.055127,1.471524,-0.074504,1.422681,-0.026056,1.608333,0.247792,1.304202,0.391003,1.553934,0.8909,MAL DE PIE,3,Augusto Javier torres maldonado.jpeg
34.8881,134.6687,-1.0,162.5587,-1.0,164.2299,86.6883,74.6331,-1.0,125.7211,0.365123,-0.192265,0.011133,0.937098,-0.883212,0.988627,-0.967529,0.968309,-0.980278,0.898699,-1.071949,0.868677,-1.0755,0.668174,-0.825838,0.475775,-0.814705,0.556689,-0.159647,0.446136,-0.10861,0.750336,0.417236,0.6138,0.596997,0.091602,-0.025175,-0.091602,0.025175,0.428064,1.013433,0.29479,1.073211,0.452823,1.973405,0.347787,2.158057,0.385617,2.11958,0.251765,2.301401,0.854982,2.09679,0.690201,2.279572,0.8787,MAL DE PIE,3,Carlos García.jpeg
3.8756,105.9482,-1.0,175.0305,-1.0,151.724,72.7306,62.2671,-1.0,175.7786,0.33905,-0.147557,0.023134,0.40664,-1.07023,0.426234,-1.131888,0.411758,-1.14663,0.351541,-1.19057,0.327052,-1.209729,0.104797,-0.986146,0.030382,-1.00928,0.060804,-0.466208,-0.044878,-0.456338,0.177125,-0.021908,0.146319,0.054356,0.010255,-0.005391,-0.010255,0.005391,0.025136,0.638938,0.013171,0.701309,-0.025561,1.184979,-0.02,1.325574,-0.1009,1.304591,-0.104519,1.429646,0.236102,1.299727,0.278918,1.44305,0.8799,MAL DE PIE,3,Cristo  gricerio Loja tituana.jpeg
18.194,126.85,169.2075,-1.0,166.3196,-1.0,83.3768,79.0764,152.9551,-1.0,-0.445915,-0.354806,0.021705,-0.758149,-1.100557,-0.763386,-1.183465,-0.782487,-1.171009,-0.641509,-1.2641,-0.673573,-1.248276,-0.21877,-0.939152,-0.405699,-0.960858,-0.192546,-0.273692,-0.299142,-0.350334,-0.314617,0.330423,-0.2777,0.153996,0.077026,0.014866,-0.077026,-0.014866,-0.072029,0.876129,-0.107143,0.79087,-0.059558,1.609894,-0.084073,1.429515,0.068353,1.818701,-0.001382,1.546573,-0.377968,1.780976,-0.390002,1.561305,0.8704,MAL DE PIE,3,DANIEL OTAVALO.jpg
16.1663,101.59,-1.0,161.899,163.4659,171.3567,83.0522,82.3206,-1.0,152.8069,0.346909,-0.155076,0.043494,0.625336,-0.93269,0.696068,-0.993403,0.639104,-1.034097,0.636988,-1.070336,0.520147,-1.157616,0.456887,-0.93871,0.099965,-0.982205,0.409805,-0.365335,0.137064,-0.334371,0.514453,0.133851,0.262402,0.259332,0.138281,-0.018646,-0.138281,0.018646,0.304841,0.698924,0.037159,0.732724,0.114259,1.374953,-0.017189,1.455948,0.013443,1.460561,-0.180396,1.585765,0.340825,1.682585,0.216801,1.739379,0.8352,MAL DE PIE,3,Fanny Tatiana calva.jpeg
0.0329,94.3252,-1.0,173.1746,-1.0,93.536,71.3788,85.272,-1.0,176.6389,0.323769,-0.189534,0.04945,0.323196,-1.024674,0.333721,-1.096266,0.32908,-1.101664,0.266251,-1.137343,0.249353,-1.144585,0.072805,-0.975275,-0.073952,-1.024725,0.099589,-0.591434,0.020334,-0.521403,0.360571,-0.587904,0.337388,-0.560748,0.030374,-0.002512,-0.030374,0.002512,0.018531,0.667048,0.039531,0.691872,0.001834,1.255119,0.027845,1.338687,-0.056273,1.387605,-0.031884,1.458788,0.268351,1.339464,0.327843,1.420663,0.8866,MAL DE PIE,3,foto 1.jpg
6.2227,124.5089,176.8886,171.4268,-1.0,110.4818,49.5702,72.72,157.9756,161.4057,0.386922,-0.201429,0.055276,0.495315,-1.202324,0.491835,-1.290418,0.483108,-1.29322,0.371783,-1.33139,0.365142,-1.333952,0.140834,-1.021746,0.075954,-0.96647,0.315594,-0.613615,0.37552,-0.44369,0.685428,-0.552793,0.8346,-0.51913,0.076312,-0.023739,-0.076312,0.023739,0.276753,0.58144,0.043694,0.714743,0.436957,1.170523,0.059069,1.403292,0.382123,1.312264,-0.018565,1.496678,0.736642,1.227438,0.285153,1.572019,0.9511,MAL DE PIE,3,foto 10.jpg
4.4049,109.9337,176.7332,176.9286,-1.0,88.0713,71.7223,62.5909,176.2907,171.1118,0.296546,-0.285763,0.054952,0.219741,-1.131183,0.219592,-1.197201,0.193644,-1.205874,0.133463,-1.223971,0.084629,-1.233879,0.006384,-0.96957,-0.159994,-1.024522,0.1168,-0.623189,-0.08457,-0.611377,0.316727,-0.739033,0.312388,-0.697744,0.016072,-0.008334,-0.016072,0.008334,-0.019705,0.645541,-0.027727,0.707134,-0.018267,1.255416,-0.001504,1.416891,-0.075701,1.364007,-0.088089,1.540519,0.286643,1.306824,0.297841,1.514255,0.9128,MAL DE PIE,3,foto 11.jpg
1.7312,125.0232,-1.0,172.1287,-1.0,58.072,56.6296,59.4797,-1.0,174.9593,0.330845,-0.36277,0.102166,0.300634,-1.246637,0.288279,-1.322919,0.269748,-1.315686,0.190134,-1.32864,0.162189,-1.316897,0.047347,-1.050627,-0.10777,-0.94846,0.124936,-0.633208,-0.09713,-0.318399,0.350636,-0.855502,0.281821,-0.56351,0.025168,-0.014837,-0.025168,0.014837,-0.017343,0.668974,-0.027033,0.779961,-0.116007,1.167142,-0.1038,1.325436,-0.19729,1.334338,-0.227102,1.497862,0.103092,1.328636,0.111257,1.525421,0.8568,MAL DE PIE,3,foto 12.jpg
2.9068,138.2405,173.2061,162.7275,-1.0,158.0489,1.8918,42.6178,175.5733,152.9401,0.271556,-0.232933,0.096994,0.322268,-1.273451,0.308808,-1.353486,0.269487,-1.343112,0.211955,-1.34515,0.168393,-1.32096,0.052314,-1.047211,0.04911,-0.950216,0.49295,-0.894203,0.593246,-0.83046,0.892254,-0.888684,1.131398,-0.920893,-0.023238,-0.025255,0.023238,0.025255,-0.114794,0.576239,0.321521,0.649482,-0.133187,1.142364,0.419724,1.325274,-0.233493,1.262045,0.349501,1.382123,0.095237,1.173478,0.72003,1.392345,0.8938,MAL DE PIE,3,foto 13.jpg
0.7148,123.577,168.9045,174.924,-1.0,71.4902,31.5619,49.268,178.3387,179.5733,0.321006,-0.229277,0.097461,0.308531,-1.21883,0.297574,-1.291395,0.277586,-1.28335,0.206098,-1.303291,0.168376,-1.286209,0.017459,-1.048653,-0.04241,-0.951192,0.196428,-0.572005,0.028032,-0.372103,0.423301,-0.62575,0.373638,-0.536544,0.028139,-0.024231,-0.028139,0.024231,0.057095,0.709948,-0.022733,0.77705,-0.045982,1.372959,-0.079401,1.471579,-0.129431,1.485808,-0.152874,1.579003,0.151914,1.56354,0.165817,1.673407,0.9245,MAL DE PIE,3,foto 14.jpg
2.2477,120.0112,172.6406,171.7509,-1.0,75.1634,67.5824,82.9247,174.2299,178.7703,0.333833,-0.335401,0.100784,0.373053,-1.174969,0.384451,-1.246658,0.361138,-1.269164,0.295791,-1.288865,0.252363,-1.318017,0.161373,-0.948839,-0.082933,-1.049622,0.205157,-0.425816,-0.101116,-0.549339,0.436115,-0.50055,0.338429,-0.648839,0.110169,0.013674,-0.110169,-0.013674,0.004863,0.692712,-0.145103,0.717418,-0.012306,1.368282,-0.069742,1.498161,-0.073482,1.463886,-0.124108,1.633683,0.32496,1.51767,0.270272,1.653858,0.9283,MAL DE PIE,3,foto 15.jpg
3.9235,120.4013,168.5424,171.1621,-1.0,52.4448,9.8987,23.2963,179.0582,178.0397,0.325023,-0.188853,0.126739,0.256598,-1.219578,0.241759,-1.291322,0.244422,-1.287508,0.147904,-1.305131,0.144376,-1.30468,-0.079483,-1.061026,-0.057367,-0.934287,0.108516,-0.687868,0.096631,-0.388394,0.35607,-0.889059,0.378718,-0.766969,-0.010686,-0.024818,0.010686,0.024818,0.025332,0.696986,0.037631,0.760241,-0.070136,1.328179,-0.044197,1.452687,-0.141337,1.456139,-0.104109,1.573509,0.230206,1.395467,0.289054,1.53089,0.8939,MAL DE PIE,3,foto 2.jpg
3.219,118.0433,178.9324,176.4263,-1.0,69.6487,68.7245,69.5306,178.4321,177.6743,0.342493,-0.176962,0.059412,0.398645,-1.156853,0.404285,-1.22437,0.388793,-1.235973,0.305833,-1.268238,0.277353,-1.285325,0.13244,-1.028128,-0.020136,-0.968716,0.27016,-0.68829,0.111844,-0.393864,0.397634,-0.639732,0.377668,-0.568357,0.057343,-0.021405,-0.057343,0.021405,0.02737,0.614603,-0.055204,0.727065,-0.00926,1.171121,-0.095804,1.410432,-0.046694,1.244448,-0.149359,1.544551,0.30006,1.247416,0.229145,1.629469,0.9435,MAL DE PIE,3,foto 3.jpg
2.4283,107.3332,172.4946,171.8116,-1.0,86.1337,83.9223,86.8966,176.0958,178.5855,0.328088,-0.183247,0.03089,0.370456,-1.08643,0.401607,-1.165832,0.373577,-1.179278,0.321329,-1.226243,0.255639,-1.249692,0.187426,-0.983657,-0.102688,-1.014547,0.201491,-0.55732,-0.135851,-0.433252,0.464867,-0.538658,0.329784,-0.438138,0.09993,-0.005418,-0.09993,0.005418,0.086891,0.613538,-0.115632,0.719552,-0.003137,1.201037,-0.238059,1.45525,-0.128224,1.347109,-0.319615,1.555106,0.286832,1.310811,-0.021308,1.685865,0.9496,MAL DE PIE,3,foto 4.jpg
20.7095,102.3336,-1.0,169.4523,-1.0,97.3373,20.6355,24.5396,-1.0,156.6659,0.392029,-0.184175,0.218979,0.745659,-0.877665,0.78273,-0.959165,0.778004,-0.955836,0.711984,-1.056772,0.721761,-1.022991,0.312398,-1.044875,0.394862,-0.825896,0.186308,-0.596103,0.269899,-0.226325,0.496027,-0.372311,0.6366,-0.099269,-0.026804,-0.058709,0.026804,0.058709,0.015969,0.604359,0.037029,0.846645,-0.04617,1.175346,-0.099761,1.638216,-0.157542,1.328308,-0.194709,1.729669,0.235491,1.313914,0.212854,1.809014,0.8759,MAL DE PIE,3,foto 5.jpg
15.7692,112.4459,-1.0,175.1233,-1.0,120.1374,46.501,37.0014,-1.0,160.4315,0.378424,-0.163386,0.204994,0.650188,-1.006663,0.678851,-1.09145,0.681583,-1.086286,0.598229,-1.159168,0.616623,-1.134936,0.163751,-1.064861,0.379776,-0.859867,-0.091641,-0.697731,0.239189,-0.325548,0.184507,-0.426482,0.530876,-0.035092,-0.053108,-0.070473,0.053108,0.070473,0.008686,0.544854,0.055489,0.688082,0.038843,0.997775,0.010235,1.243758,-0.024688,1.089605,-0.102122,1.342425,0.371797,1.082373,0.294988,1.340514,0.8951,MAL DE PIE,3,foto 6.jpg
7.0008,116.2904,-1.0,169.6399,-1.0,78.2165,59.5156,13.9419,-1.0,174.7074,0.396289,-0.210224,0.05858,0.518172,-1.131242,0.53774,-1.208378,0.520718,-1.212196,0.431189,-1.255431,0.379164,-1.271827,0.171638,-1.021835,0.072127,-0.963254,0.190648,-0.542237,0.090631,-0.335729,0.549659,-0.492275,0.485302,-0.430281,0.006328,-0.02549,-0.006328,0.02549,-0.056488,0.648539,0.003406,0.763336,-0.113229,1.171655,-0.099088,1.369043,-0.200451,1.357348,-0.176752,1.493166,0.183034,1.282925,0.219772,1.463192,0.8896,MAL DE PIE,3,foto 7.jpg
3.3706,119.4744,178.9983,178.3512,-1.0,105.0335,49.4882,69.643,175.6575,171.9882,0.289287,-0.237959,0.050089,0.348081,-1.140014,0.382025,-1.210586,0.357638,-1.225054,0.307622,-1.255858,0.241427,-1.279263,0.088105,-1.023315,0.029483,-0.973225,0.212908,-0.56175,0.219674,-0.406017,0.583889,-0.488897,0.604693,-0.429588,0.037465,-0.013901,-0.037465,0.013901,0.053916,0.626976,0.011629,0.693485,0.058314,1.164673,0.037585,1.292021,-0.013072,1.283746,-0.031792,1.413837,0.332438,1.232918,0.353364,1.405239,0.9151,MAL DE PIE,3,foto 8.jpg
14.4666,130.7979,-1.0,159.337,-1.0,112.0385,18.1209,32.5544,-1.0,151.5424,0.26848,-0.197748,0.133556,0.518296,-1.101167,0.518728,-1.191882,0.491875,-1.189484,0.452756,-1.256111,0.40265,-1.24001,0.27167,-1.035071,0.227963,-0.901515,0.308431,-0.703729,0.386011,-0.398316,0.552412,-0.586476,0.727418,-0.370836,0.013127,-0.020561,-0.013127,0.020561,0.144073,0.612527,0.157309,0.714197,0.031728,1.30427,0.073993,1.406935,-0.068771,1.419584,-0.019776,1.551335,0.319495,1.384924,0.395271,1.555929,0.8265,MAL DE PIE,3,foto 9.jpg
4.485,114.9111,173.6928,176.3543,-1.0,84.9408,43.4412,13.0609,176.2516,173.1461,0.3245,-0.124474,0.055849,0.246302,-1.179755,0.233167,-1.255801,0.220568,-1.258018,0.134595,-1.275508,0.113494,-1.279499,-0.051753,-1.024862,-0.104643,-0.969013,-0.064836,-0.548102,-0.121935,-0.391345,0.182724,-0.414047,0.299454,-0.415972,0.004953,-0.021351,-0.004953,0.021351,-0.000621,0.599746,-0.017483,0.670412,-0.065265,1.140146,-0.066572,1.260974,-0.125087,1.264947,-0.133009,1.401221,0.197666,1.2167,0.234322,1.369026,0.894,MAL DE PIE,3,Grace Elizabeth Sandoval Espinosa.jpeg
0.3845,118.6568,176.8129,175.8547,-1.0,172.3222,57.9612,52.5462,172.672,177.6344,0.353324,-0.132897,0.042238,0.360034,-1.190003,0.356995,-1.27908,0.340386,-1.281686,0.23599,-1.314129,0.223325,-1.310541,-0.027037,-1.021097,0.040457,-0.978858,-0.078152,-0.486971,0.143237,-0.420009,0.082208,-0.087518,0.297958,0.053394,-0.027462,-0.021037,0.027462,0.021037,0.05086,0.59005,0.046789,0.703979,0.09122,1.150829,0.018988,1.334571,0.019507,1.20241,-0.066717,1.461711,0.370821,1.138086,0.295241,1.509813,0.9004,MAL DE PIE,3,Guido Efraín Pineda Álvarez.jpeg
2.3482,122.301,177.578,179.0491,-1.0,152.6355,68.4277,81.9959,178.5271,178.1343,0.323695,-0.144141,0.049965,0.364667,-1.185691,0.372368,-1.263337,0.340767,-1.281099,0.274296,-1.295605,0.222801,-1.325355,0.104159,-0.974178,-0.022215,-1.024143,0.062724,-0.47512,-0.076422,-0.44418,0.136278,-0.033312,0.13601,0.080956,0.034006,0.004782,-0.034006,-0.004782,0.003716,0.665209,-0.018694,0.724382,0.001727,1.223785,-0.015935,1.351471,-0.066763,1.331101,-0.089267,1.440137,0.325278,1.351804,0.30438,1.508198,0.9115,MAL DE PIE,3,Honofre Mauricio Benavides Vargas.jpeg
0.3962,138.9668,176.466,173.5088,155.0951,-1.0,65.3018,64.9778,178.6414,178.3401,-0.30043,-0.292009,0.04491,-0.307345,-1.340394,-0.264491,-1.410703,-0.292198,-1.409219,-0.126507,-1.402563,-0.18321,-1.401314,0.041909,-1.022431,-0.055739,-0.977521,0.040086,-0.449649,-0.1072,-0.483452,-0.186948,0.035297,-0.2083,-0.062173,0.026248,0.012252,-0.026248,-0.012252,0.032397,0.729275,-0.025254,0.619359,0.078916,1.390306,0.032106,1.116529,0.149441,1.494647,0.103028,1.235247,-0.194286,1.576193,-0.232243,1.189021,0.9399,MAL DE PIE,3,I.1 DAVID CAMPOZANO.jpg
2.8645,132.8257,175.9766,-1.0,160.1788,-1.0,54.7904,68.3016,173.7195,-1.0,-0.335884,-0.267317,0.057664,-0.385859,-1.280203,-0.352577,-1.35537,-0.37311,-1.348962,-0.230612,-1.364374,-0.26193,-1.35791,-0.009117,-1.027583,-0.090832,-0.969918,-0.036804,-0.424292,-0.068975,-0.416037,-0.248833,0.088887,-0.215229,0.019612,0.013364,0.005318,-0.013364,-0.005318,-0.054115,0.771431,-0.032618,0.740957,-0.066108,1.451511,-0.047986,1.344701,-0.006382,1.58903,0.005266,1.491675,-0.420236,1.526998,-0.375317,1.450627,0.8517,MAL DE PIE,3,I.10 JEFFERSON GONZÁLEZ.jpg
4.9997,130.8792,168.9317,177.0929,173.4445,-1.0,60.0214,76.1504,171.2702,169.7866,-0.353939,-0.310934,0.03378,-0.44109,-1.252211,-0.399412,-1.328333,-0.423096,-1.325806,-0.279582,-1.324109,-0.314256,-1.325773,-0.11643,-0.979305,-0.057871,-1.013085,-0.169989,-0.382826,-0.057884,-0.456109,-0.270109,0.101213,-0.259845,-0.018398,-0.061818,0.015241,0.061818,-0.015241,-0.12912,0.703278,0.023811,0.629542,-0.069877,1.320625,0.01903,1.216704,0.017999,1.443463,0.094413,1.336451,-0.364811,1.456058,-0.206825,1.279093,0.8974,MAL DE PIE,3,I.11 BYRON RUIZ.jpg
5.2371,135.4268,175.5819,177.0408,161.2975,-1.0,87.5995,68.9357,176.6977,166.0897,-0.305145,-0.243225,0.00274,-0.396423,-1.253599,-0.370847,-1.330876,-0.375009,-1.331669,-0.259945,-1.327848,-0.274257,-1.330345,-0.123957,-0.997195,-0.058599,-0.994456,-0.131271,-0.402213,-0.102128,-0.467095,-0.311559,0.109548,-0.273961,-0.164817,-0.043149,0.016619,0.043149,-0.016619,-0.026416,0.780411,-0.050577,0.65283,0.042502,1.474181,-0.096448,1.176029,0.086864,1.524771,-0.025344,1.339143,-0.262532,1.536145,-0.374143,1.260776,0.8914,MAL DE PIE,3,I.12 MARCOS VELASCO.jpg
